drug_name,category
aluminium chlorohydrate,Medicated dressings with antiinfectives
iodoform,Medicated dressings with antiinfectives
zinc bandage without supplements,Zinc bandages
zinc bandage with supplements,Zinc bandages
bithionol,Preparations containing sulfur
sulfur,Preparations containing sulfur
tioxolone,Preparations containing sulfur
mesulfen,Preparations containing sulfur
tretinoin,Retinoids for topical use in acne
retinol,Retinoids for topical use in acne
adapalene,Retinoids for topical use in acne
isotretinoin,Retinoids for topical use in acne
motretinide,Retinoids for topical use in acne
trifarotene,Retinoids for topical use in acne
"tretinoin, combinations",Retinoids for topical use in acne
"adapalene, combinations",Retinoids for topical use in acne
"isotretinoin, combinations",Retinoids for topical use in acne
benzoyl peroxide,Peroxides
"benzoyl peroxide, combinations",Peroxides
clindamycin,Antiinfectives for treatment of acne
erythromycin,Antiinfectives for treatment of acne
meclocycline,Antiinfectives for treatment of acne
nadifloxacin,Antiinfectives for treatment of acne
sulfacetamide,Antiinfectives for treatment of acne
"clindamycin, combinations",Antiinfectives for treatment of acne
"erythromycin, combinations",Antiinfectives for treatment of acne
aluminium chloride,Other anti-acne preparations for topical use
resorcinol,Other anti-acne preparations for topical use
azelaic acid,Other anti-acne preparations for topical use
aluminium oxide,Other anti-acne preparations for topical use
dapsone,Other anti-acne preparations for topical use
ichtasol,Other anti-acne preparations for systemic use
glycopyrronium,Antihidrotics
cadmium compounds,Medicated shampoos
selenium compounds,Medicated shampoos
sulfur compounds,Medicated shampoos
xenysalate,Medicated shampoos
others,Medicated shampoos
tacrolimus,"Agents for dermatitis, excluding corticosteroids"
pimecrolimus,"Agents for dermatitis, excluding corticosteroids"
alitretinoin,"Agents for dermatitis, excluding corticosteroids"
dupilumab,"Agents for dermatitis, excluding corticosteroids"
crisaborole,"Agents for dermatitis, excluding corticosteroids"
tralokinumab,"Agents for dermatitis, excluding corticosteroids"
gamolenic acid,Other dermatologicals
lithium succinate,Other dermatologicals
mequinol,Other dermatologicals
tiratricol,Other dermatologicals
oxaceprol,Other dermatologicals
finasteride,Other dermatologicals
hydroquinone,Other dermatologicals
pyrithione zinc,Other dermatologicals
monobenzone,Other dermatologicals
eflornithine,Other dermatologicals
diclofenac,Other dermatologicals
brimonidine,Other dermatologicals
ivermectin,Other dermatologicals
aminobenzoate potassium,Other dermatologicals
deoxycholic acid,Other dermatologicals
caffeine,Other dermatologicals
"gamolenic acid, combinations",Other dermatologicals
"collagen, combinations",Other dermatologicals
candicidin,Antibiotics
carfecillin,Antibiotics
pentamycin,Antibiotics
"nystatin, combinations",Antibiotics
diiodohydroxyquinoline,Quinoline derivatives
lactic acid,Organic acids
acetic acid,Organic acids
ascorbic acid,Organic acids
sulfatolamide,Sulfonamides
combinations of sulfonamides,Sulfonamides
ornidazole,Imidazole derivatives
azanidazole,Imidazole derivatives
propenidazole,Imidazole derivatives
butoconazole,Imidazole derivatives
combinations of imidazole derivatives,Imidazole derivatives
"econazole, combinations",Imidazole derivatives
terconazole,Triazole derivatives
clodantoin,Other antiinfectives and antiseptics
nifuratel,Other antiinfectives and antiseptics
furazolidone,Other antiinfectives and antiseptics
protiofate,Other antiinfectives and antiseptics
lactobacillus,Other antiinfectives and antiseptics
copper usnate,Other antiinfectives and antiseptics
dapivirine,Other antiinfectives and antiseptics
methylergometrine,Ergot alkaloids
ergot alkaloids,Ergot alkaloids
ergometrine,Ergot alkaloids
methylergometrine and oxytocin,"Ergot alkaloids and oxytocin incl. analogues, in combination"
dinoprost,Prostaglandins
dinoprostone,Prostaglandins
gemeprost,Prostaglandins
carboprost,Prostaglandins
sulprostone,Prostaglandins
plastic iud,Intrauterine contraceptives
plastic iud with copper,Intrauterine contraceptives
plastic iud with progestogen,Intrauterine contraceptives
vaginal ring with progestogen and estrogen,Intravaginal contraceptives
vaginal ring with progestogen,Intravaginal contraceptives
ritodrine,"Sympathomimetics, labour repressants"
fenoterol,"Sympathomimetics, labour repressants"
bromocriptine,Prolactine inhibitors
lisuride,Prolactine inhibitors
cabergoline,Prolactine inhibitors
quinagolide,Prolactine inhibitors
metergoline,Prolactine inhibitors
terguride,Prolactine inhibitors
naproxen,Antiinflammatory products for vaginal administration
flunoxaprofen,Antiinflammatory products for vaginal administration
atosiban,Other gynecologicals
flibanserin,Other gynecologicals
agni casti fructus,Other gynecologicals
cimicifugae rhizoma,Other gynecologicals
bremelanotide,Other gynecologicals
etynodiol and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
quingestanol and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
lynestrenol and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
megestrol and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
norethisterone and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
norgestrel and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
levonorgestrel and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
medroxyprogesterone and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
desogestrel and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
gestodene and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
norgestimate and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
drospirenone and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
norelgestromin and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
nomegestrol and estradiol,"Progestogens and estrogens, fixed combinations"
chlormadinone and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
dienogest and ethinylestradiol,"Progestogens and estrogens, fixed combinations"
medroxyprogesterone and estradiol,"Progestogens and estrogens, fixed combinations"
drospirenone and estetrol,"Progestogens and estrogens, fixed combinations"
dienogest and estradiol,"Progestogens and estrogens, sequential preparations"
norethisterone,Progestogens
lynestrenol,Progestogens
levonorgestrel,Progestogens
quingestanol,Progestogens
megestrol,Progestogens
medroxyprogesterone,Progestogens
norgestrienone,Progestogens
etonogestrel,Progestogens
desogestrel,Progestogens
drospirenone,Progestogens
ulipristal,Emergency contraceptives
fluoxymesterone,3-oxoandrosten (4) derivatives
methyltestosterone,3-oxoandrosten (4) derivatives
testosterone,3-oxoandrosten (4) derivatives
mesterolone,5-androstanon (3) derivatives
ethinylestradiol,"Natural and semisynthetic estrogens, plain"
estradiol,"Natural and semisynthetic estrogens, plain"
estriol,"Natural and semisynthetic estrogens, plain"
chlorotrianisene,"Natural and semisynthetic estrogens, plain"
estrone,"Natural and semisynthetic estrogens, plain"
promestriene,"Natural and semisynthetic estrogens, plain"
"estradiol, combinations","Natural and semisynthetic estrogens, plain"
conjugated estrogens,"Natural and semisynthetic estrogens, plain"
dienestrol,"Synthetic estrogens, plain"
diethylstilbestrol,"Synthetic estrogens, plain"
methallenestril,"Synthetic estrogens, plain"
moxestrol,"Synthetic estrogens, plain"
conjugated estrogens and bazedoxifene,"Estrogens, combinations with other drugs"
tibolone,Other estrogens
gestonorone,Pregnen (4) derivatives
hydroxyprogesterone,Pregnen (4) derivatives
progesterone,Pregnen (4) derivatives
dydrogesterone,Pregnadien derivatives
medrogestone,Pregnadien derivatives
nomegestrol,Pregnadien derivatives
demegestone,Pregnadien derivatives
chlormadinone,Pregnadien derivatives
promegestone,Pregnadien derivatives
dienogest,Pregnadien derivatives
allylestrenol,Estren derivatives
ethisterone,Estren derivatives
etynodiol,Estren derivatives
methylestrenolone,Estren derivatives
methyltestosterone and estrogen,Androgens and estrogens
testosterone and estrogen,Androgens and estrogens
prasterone and estrogen,Androgens and estrogens
norethisterone and estrogen,"Progestogens and estrogens, fixed combinations"
hydroxyprogesterone and estrogen,"Progestogens and estrogens, fixed combinations"
ethisterone and estrogen,"Progestogens and estrogens, fixed combinations"
progesterone and estrogen,"Progestogens and estrogens, fixed combinations"
methylnortestosterone and estrogen,"Progestogens and estrogens, fixed combinations"
etynodiol and estrogen,"Progestogens and estrogens, fixed combinations"
lynestrenol and estrogen,"Progestogens and estrogens, fixed combinations"
megestrol and estrogen,"Progestogens and estrogens, fixed combinations"
noretynodrel and estrogen,"Progestogens and estrogens, fixed combinations"
norgestrel and estrogen,"Progestogens and estrogens, fixed combinations"
levonorgestrel and estrogen,"Progestogens and estrogens, fixed combinations"
medroxyprogesterone and estrogen,"Progestogens and estrogens, fixed combinations"
norgestimate and estrogen,"Progestogens and estrogens, fixed combinations"
dydrogesterone and estrogen,"Progestogens and estrogens, fixed combinations"
dienogest and estrogen,"Progestogens and estrogens, fixed combinations"
trimegestone and estrogen,"Progestogens and estrogens, fixed combinations"
drospirenone and estrogen,"Progestogens and estrogens, fixed combinations"
chlormadinone and estrogen,"Progestogens and estrogens, sequential preparations"
medrogestone and estrogen,"Progestogens and estrogens, sequential preparations"
desogestrel and estrogen,"Progestogens and estrogens, sequential preparations"
nomegestrol and estrogen,"Progestogens and estrogens, sequential preparations"
chorionic gonadotrophin,Gonadotropins
human menopausal gonadotrophin,Gonadotropins
serum gonadotrophin,Gonadotropins
urofollitropin,Gonadotropins
follitropin alfa,Gonadotropins
follitropin beta,Gonadotropins
lutropin alfa,Gonadotropins
choriogonadotropin alfa,Gonadotropins
corifollitropin alfa,Gonadotropins
follitropin delta,Gonadotropins
cyclofenil,"Ovulation stimulants, synthetic"
clomifene,"Ovulation stimulants, synthetic"
epimestrol,"Ovulation stimulants, synthetic"
cyproterone,"Antiandrogens, plain"
cyproterone and estrogen,Antiandrogens and estrogens
danazol,Antigonadotropins and similar agents
gestrinone,Antigonadotropins and similar agents
mifepristone,Progesterone receptor modulators
"mifepristone, combinations",Progesterone receptor modulators
raloxifene,Selective estrogen receptor modulators
bazedoxifene,Selective estrogen receptor modulators
lasofoxifene,Selective estrogen receptor modulators
ormeloxifene,Selective estrogen receptor modulators
ospemifene,Selective estrogen receptor modulators
emepronium,Drugs for urinary frequency and incontinence
flavoxate,Drugs for urinary frequency and incontinence
meladrazine,Drugs for urinary frequency and incontinence
oxybutynin,Drugs for urinary frequency and incontinence
terodiline,Drugs for urinary frequency and incontinence
propiverine,Drugs for urinary frequency and incontinence
tolterodine,Drugs for urinary frequency and incontinence
solifenacin,Drugs for urinary frequency and incontinence
trospium,Drugs for urinary frequency and incontinence
darifenacin,Drugs for urinary frequency and incontinence
fesoterodine,Drugs for urinary frequency and incontinence
mirabegron,Drugs for urinary frequency and incontinence
desfesoterodine,Drugs for urinary frequency and incontinence
sildenafil,Drugs used in erectile dysfunction
yohimbine,Drugs used in erectile dysfunction
apomorphine,Drugs used in erectile dysfunction
tadalafil,Drugs used in erectile dysfunction
vardenafil,Drugs used in erectile dysfunction
avanafil,Drugs used in erectile dysfunction
udenafil,Drugs used in erectile dysfunction
"papaverine, combinations",Drugs used in erectile dysfunction
acetohydroxamic acid,Other urologicals
phenazopyridine,Other urologicals
succinimide,Other urologicals
phenyl salicylate,Other urologicals
dimethyl sulfoxide,Other urologicals
dapoxetine,Other urologicals
tiopronin,Other urologicals
alfuzosin,Alpha-adrenoreceptor antagonists
tamsulosin,Alpha-adrenoreceptor antagonists
terazosin,Alpha-adrenoreceptor antagonists
silodosin,Alpha-adrenoreceptor antagonists
alfuzosin and finasteride,Alpha-adrenoreceptor antagonists
tamsulosin and dutasteride,Alpha-adrenoreceptor antagonists
tamsulosin and solifenacin,Alpha-adrenoreceptor antagonists
tamsulosin and tadalafil,Alpha-adrenoreceptor antagonists
